ind,alpha_g,qg,pg
182,0.9999999974704826,-0.07316692732654397,0.2562221743546971
183,0.9999999978620813,0.010467138208898618,0.33765899200862987
184,0.9999999978957627,0.012364426919916923,0.36765332601650696
185,0.999999997470483,-0.030247472819563415,0.43677221028725827
186,0.9999999975461142,-0.008060473496609913,0.6836983684615363
187,0.9999999975413796,-0.012663996155086465,0.6663571789189305
188,0.999999997539736,-0.008824257544499935,0.6728926799031537
189,0.9999999974704827,0.01310476513210181,0.23127075943736386
19,0.999999997470483,-0.19550839824551142,2.0559858808629943
190,0.9999999974704832,-0.02572842556271902,0.4844282168744211
191,0.9999999974704841,-0.008887748438363973,0.32458521764223525
192,0.9999999974704832,-0.020260429129692944,0.24726717864014153
193,0.9999999974704832,-0.017996651814828027,0.25843879367904166
194,0.9999999975378382,-0.04025185886355957,0.163866557278404
195,0.9999999974704833,-0.021680984125891724,0.2589023608795525
196,0.9999999974704835,-0.019731421505274686,0.264464291780639
197,0.9999999999912419,-1.4999996804786502,0.6356786217938718
198,0.9999999986663362,0.0,0.4640600105277606
199,0.9999999985497983,0.0,0.41882139139965907
2,-4.5785190938246025e-10,-1.0243567630046037e-9,-9.74057392236857e-9
20,0.9999999974704831,-0.1508736201314676,2.434566330205828
200,0.9999999984327747,-0.19999977612046618,0.29250959793620657
201,0.9999999977310919,-0.1841483159822828,0.6295537144807243
202,1.0000000031417324,-1.6999999124048593,1.0544453496744635
203,1.0000000072261976,-1.9999998750725025,5.260889028335793
204,0.9999999995008677,-0.45827908751130025,1.6011011336235728
205,0.9999999994112511,-0.19999930310192063,0.5295631782304957
207,0.9999999980846178,-0.07349147512440647,0.35272673165736584
208,0.9999999984313641,-0.19999997951617562,0.09684595783913477
209,0.9999999979919284,-0.09999998094570826,0.06513792132492838
21,0.9999999974704831,-0.15901862729349045,2.252489456245624
210,0.999999997614467,-0.08480642373736363,0.15985061978844303
211,0.9999999979776815,-0.05200230042503019,0.17170592835751838
212,0.9999999977174826,-0.21281147134139447,0.16018400901754787
213,0.9999999974704833,-0.05130657901834555,0.13436372072316027
214,0.9999999974670459,0.0023414636163417587,0.03577364667056341
215,0.9999999987783795,-1.652037954152116,0.5574727767593495
216,0.9999999986647495,-0.32572766215569243,0.34791025717758156
217,0.9999999985879577,-0.2539102374598017,0.3466238111674379
218,0.9999999974904672,-0.1999984409069003,0.24491426233102814
219,0.9999999974704834,-0.019701644474101374,0.10482960396098823
22,0.999999997470483,-0.15645611925336358,2.2188547951444137
220,0.9999999974759197,-0.03481671142423328,0.10120142133416114
221,0.9999999974732571,0.09999434959611987,0.014359003143701298
223,0.999999997943825,-0.3458586658667351,0.3757718371942627
224,0.9999999981223902,-0.6625208150395134,0.3935492912487577
225,0.9999999974704827,-0.15654816606584251,0.21326214940316338
226,0.9999999974704885,-0.6131572717569601,0.38152688907848636
227,0.9999999982292281,-0.5413966503835937,0.3858562124368705
228,0.9999999979990494,-0.8999993734389486,0.49085296922754784
229,0.9999999990200302,-1.0999977991622167,0.37984279467305065
23,0.9999999974704831,-0.15180430453079646,2.354838376232465
230,0.9999999994421523,-1.0999996291655465,0.38923837853642834
231,0.9999999980889442,-0.8999996171347616,0.38813888439722943
232,0.999999997470483,0.14143616060837488,0.24322480460552112
233,0.999999998702593,2.5677919584665734,0.37975193358067644
234,5.090013587647627e-8,5.0900139878869085e-8,1.6806174157615323e-8
235,0.9999999987351353,-0.3636795002638826,0.3878209446684313
236,0.9999999991490458,-0.8999998376939559,0.3837876313755662
237,0.9999999974967638,-0.17466841436765176,0.025539253803938896
238,0.9999999974699426,-0.17915455772443528,0.014389978660172636
239,0.9999999979037865,-0.09999997523311079,0.012633322490274941
24,-4.877950802413974e-10,-9.161367568616367e-10,-9.73970373239274e-9
240,0.9999999976990241,-0.025343045412235636,0.11682270718500694
241,0.9999999977026046,-0.0999963621261704,0.19621295069705663
242,0.9999999981168007,0.09999913310693523,0.3307843984454459
243,0.9999999976778008,-0.09999994392099236,0.05588093768616371
244,0.9999999978239521,-0.199999928600576,0.050962670211293935
245,0.9999999976738392,-0.0999999428335691,0.05527367960178324
246,0.9999999976064066,0.0,0.12162362126344457
247,1.0000000025966458,0.16996400363813535,1.7855891823254242
248,0.9999999986803892,0.2999999541846717,0.07219754836247864
249,0.9999999976194275,-0.09999991738478807,0.045519837959721955
25,-8.42298295689451e-10,-9.67742785238444e-10,-9.837164589702796e-9
250,0.9999999977786206,-0.19999991077830395,0.006413440892673969
251,0.9999999974596163,0.0,0.028363257783180277
252,0.999999997599976,0.0,0.20733468599287563
253,0.999999997458883,0.0,0.03809942617943938
254,0.9999999978091711,-0.1999999196513727,0.005445516498247257
255,1.0000000021925548,0.899999986709515,0.33714599993516997
256,1.0000000022115771,0.8999999867173775,0.34600672372079183
257,0.9999999976782721,0.1389964203572097,0.2759630919795517
258,0.9999999976796534,0.13899642035729806,0.27782619737094
259,1.2493970963669908e-8,-3.6343211896511485e-11,3.6064331288101396e-9
26,0.9999999974253715,-0.01762234708428745,0.023053209970683178
260,1.2521634626286105e-8,-9.0397000249846e-11,3.624675446521514e-9
261,6.777286734681305e-9,-1.481460198196454e-9,3.3256918720969663e-9
262,0.9999999974907453,-0.1582785456459347,0.025721311161234436
263,0.9999999974704964,-0.094619794043433,0.03760185355501853
265,2.3034359425380576e-8,-1.812457914371183e-7,1.3852046658556844e-8
267,2.9313892813774475e-8,-8.229683562198461e-8,6.970595247940425e-9
268,0.999999997470485,-4.036593082298377,4.4988548827417265
27,3.523934264430429e-8,-3.8054680676152535e-10,1.320502930987116e-8
270,6.790213319833676e-8,-1.1975196513988314e-14,1.1484413304239875e-7
271,0.9999999974704827,-2.383905920234917,3.789956182623692
272,0.9999999980626365,-0.41609495190306245,0.7855107416313766
273,0.9999999980569196,-0.584127946637888,0.4852021833228773
274,7.271328802658428e-8,7.657437530550541e-8,8.182869275406789e-7
275,0.9999999974704832,0.9996368006197374,10.578945485874446
276,0.3802525932516465,6.200085261218658,29.663385356721427
277,7.847417484864169e-8,1.5656709225778542e-6,1.690188944664484e-6
278,7.303817417737246e-8,7.486377590797504e-7,1.1981232023238608e-6
279,0.9999999974704853,-9.395104666736982,12.307870373958949
28,0.9999999974704838,-0.05687254823042876,0.2693049012325749
281,1.0000000018952606,-1.226152678425243,7.9205357844988455
282,0.9999999980255196,3.074277571303458,8.291371596690267
285,0.9999999974704842,-4.59909234840858,5.861536844354608
287,1.0000000014623016,0.6136760223117766,0.21946526509597739
288,3.0763551301406905e-7,-2.9409639095702486e-6,1.1819458353748241e-6
289,2.7557988596904234e-8,-5.016548260178105e-9,4.716425896449209e-9
29,0.9999999977558293,-0.06575638446524493,0.29600252041444797
290,2.0820120451792875e-7,-1.8764365191091298e-6,5.875253422689013e-7
291,0.12030829681560061,-1.185123786354853,0.11851291768398342
292,0.9999999973994147,-0.8492313441994895,0.34516936141245785
295,0.9999999974145255,-1.1250955283692987,0.1319109964482151
299,1.0000000003921512,0.4751657680139267,1.6851250043902963
3,-4.477801893104199e-10,-6.732034842984754e-10,-9.739454135689098e-9
30,-2.0465103734115216e-9,-1.3911211731148293e-9,-9.837065334023634e-9
301,0.9999999974704821,-0.5891937820951583,0.9483382173216979
303,0.9999999974704827,0.09465447701484841,1.4599299487411133
304,1.0000000014248778,-2.9321325914954013,1.7467838450201416
306,0.9999999984353768,-9.9999984926438,7.088771611158621
308,1.0000000050089934,-9.999994306376108,17.071910917726964
309,9.18094899799047e-8,2.2696097926450382e-7,2.266061122823801e-7
31,-2.0526279027824022e-9,-1.3936665812033047e-9,-9.836598624867458e-9
311,0.999999999384398,-9.999994277921765,2.117430575816283
312,1.0000000023978457,-0.8648001421221363,2.3857949706504873
313,1.0000000031005718,-7.312643041451152,2.9454999740095125
314,0.9999999974704832,-7.049200609943094,8.478978982536733
315,0.9999999974704828,-5.31860050030953,1.0108064790800195
316,1.0000000040137706,-1.2574906108046204,1.9430900257770904
318,1.0000000081871605,-9.999999853984773,8.65445482987199
319,2.598218710345424e-9,1.8568604447915852e-8,7.15521713082276e-9
32,-2.048887845828423e-9,-1.3911075634688994e-9,-9.836888036889032e-9
320,1.0000000043753685,-6.399268277284541,3.7993374399787716
321,1.0000000021418747,-6.481309114362596,1.9555160836974494
322,1.0000000066089112,-4.376923784088212,7.928950214445377
323,2.848657628626783e-8,-6.776635679597909e-16,6.1919513634896585e-9
327,0.9999999966852028,-0.13796344807492966,0.40937096239139614
328,8.523909090278011e-7,1.1964781798484321e-5,3.0053213180988353e-5
329,0.13768094491959493,-1.1883012680846773e-5,3.855702062685784
33,-2.0465891075335997e-9,-1.3931708297319735e-9,-9.837062557927459e-9
330,0.08627752085251002,-1.3858296716466945e-6,3.0271937731663687
331,1.1157463972756675e-7,1.5062547400893906e-6,1.616418032203829e-6
332,0.9999999985382405,-1.0552472802002107e-17,0.2748202217541456
333,0.9999999984209419,1.0552469518496973e-17,0.2422140796172103
34,0.9999999976528023,-0.04456389635833931,1.0881475833587875
35,0.9999999976276028,-0.033321590321580594,1.1033287020285283
36,0.9999999975257982,-0.01579257239901753,0.9648741319024128
37,0.9999999975400563,-0.0020683013652540018,0.9802502856145703
38,0.9999999975189672,-0.0013528979860221021,0.9650715332674644
39,-5.12010749797849e-10,-1.146674933042901e-9,-9.741871822755434e-9
4,-4.5694954381764013e-10,-9.757967653958347e-10,-9.74059309095928e-9
40,-5.125096538825683e-10,-1.1481376029835023e-9,-9.741560499851603e-9
41,-2.553950864163063e-9,-5.212512645104219e-10,-9.678889983952198e-9
42,-2.5397071289165013e-9,-5.144600133072463e-10,-9.678345953046242e-9
43,0.999999997470483,-0.06665179267770496,0.547451060804922
44,0.999999997470483,-0.05918423283272919,0.5506201057612476
45,0.9999999974524071,-0.06447924177620336,0.04947984758841475
46,0.9999999974369519,-0.09256546521467021,0.08973466392082892
47,0.9999999974520755,1.0897317780048866e-7,0.011693685917948594
48,0.9999999974704827,-0.2073065307318832,0.4339465320011562
49,0.9999999981760919,-0.08510459831412305,0.7026520968844723
5,0.9999999975043984,0.0002081627641984996,0.4110110872543888
50,0.9999999981523637,-0.08921395791900959,0.7107954868757722
51,0.9999999974806136,-0.06573942959710866,1.5258428288148376
52,0.9999999974704835,-0.06906000807407094,0.9103901074184981
53,0.9999999974704833,-0.06650097931988311,0.857868255958616
54,0.9999999974704833,-0.07594832594815795,0.8455042480136885
55,-3.4352047577781718e-9,-6.934932244814544e-11,-9.904960378868231e-9
56,-3.2758676757382784e-9,-2.3208628743331588e-10,-9.904271488086618e-9
57,-3.4327666753787727e-9,-6.972375752859493e-11,-9.905063140479146e-9
58,-2.3031259004616276e-9,-8.987410750013347e-10,-9.908087466996556e-9
59,-2.301977551293102e-9,-8.983584431482404e-10,-9.908105892078663e-9
6,0.9999999974826331,0.003870926918453001,0.45462260375405844
60,-7.473968907567248e-10,-4.3732931884585474e-10,-9.908314271106968e-9
61,-7.533569690436755e-10,-3.9840834224778543e-10,-9.909512663343555e-9
62,-7.854146974519625e-10,-8.879090827581285e-10,-9.910737057942623e-9
63,-8.41224514756281e-10,-9.076888598027409e-10,-9.91005626278031e-9
64,-8.433150429213346e-10,-9.111020234739008e-10,-9.91001559362783e-9
65,0.999999997470483,-0.02878574659721987,0.6785135582856501
66,0.999999997470483,-0.022482493519054042,0.4048492355111211
67,0.9999999974704828,-0.013039123617128306,0.19337279829101744
68,0.9999999974704828,-0.03392008780461039,0.6354620092925707
69,0.9999999974704828,-0.02068729642142008,0.33705029580289425
7,0.9999999975479156,0.015023180127610742,0.28477043609556424
70,0.9999999974704827,-0.017658938298537673,0.2648808594109709
71,0.999999997470483,-0.1293010180337594,0.34737990899641036
72,0.999999997470483,-0.12347353183647305,0.33173447337433265
73,0.9999999978869499,-0.028893765163506207,1.001486372918123
74,0.9999999990361899,-0.5410379512126215,1.591985774678179
75,0.9999999990364676,-0.558014428917593,1.597766451008431
76,-3.89716698516591e-9,-3.1413534008189314e-10,-9.894234263274787e-9
77,-8.664374443420092e-10,-4.83039919499966e-10,-9.90990818614666e-9
78,-2.4263621927821086e-9,-8.644961505015806e-11,-9.791533504518093e-9
79,-6.753805434462443e-10,-2.3237449378717898e-10,-9.800503643462065e-9
8,-4.051720233622389e-10,-5.972064192710793e-10,-9.73034059430759e-9
80,-6.357151964673097e-10,-4.0255491072894725e-10,-9.792701631763737e-9
81,-5.803546224029559e-10,-3.2260164728702984e-10,-9.79491709325568e-9
82,-5.765003959925575e-10,-3.2057823886708243e-10,-9.79422433165822e-9
83,-4.049809789472746e-9,-4.22827405405401e-12,-9.892539098302887e-9
84,-4.032930507038285e-9,-4.300153356716432e-12,-9.891970728565742e-9
85,-4.131657765907124e-9,-4.308462557111936e-12,-9.895686611995815e-9
86,-4.2047374489358074e-9,-4.2622598969771694e-12,-9.900254396937861e-9
87,0.9999999988549534,-0.037147976509127996,0.5648298801336694
88,0.9999999990449844,-0.010584241726077385,0.7040108355831344
89,0.9999999990949484,-0.19999958279549918,0.5584956879348237
9,-4.097977220871109e-10,-5.811380238303556e-10,-9.729330146245772e-9
90,-2.6310671292036587e-9,2.1564435215032704e-10,-9.764021057136964e-9
91,-4.697954984229846e-10,-9.40655973188344e-10,-9.749302412573225e-9
92,0.9999999981408348,-0.08825513357301501,0.47830968739364116
93,-1.3482126353018153e-9,-5.0167401945369e-10,-9.74632749521844e-9
94,-1.3023070068661195e-9,-4.113717387437194e-10,-9.744532031346364e-9
95,-1.1994036888020887e-9,6.466761121683487e-11,-9.74082273780764e-9
96,-1.236607307909513e-9,5.157261868169651e-11,-9.742741643219564e-9
97,-1.1300229081267479e-9,-1.0180650314161158e-10,-9.736079824075362e-9
98,-1.1721176506941211e-9,-1.7617849448357367e-10,-9.737723885911462e-9
99,-1.163806381352495e-9,-7.060211199234318e-10,-9.8402263948306e-9
