ind,vmfilt,qpr_fr,ppr_fr,qconv,iconv,pgrid,qtf_to,phi,vaconv,pconv,ptf_to,vmconv,vafilt,pdc,qgrid
19,1.0907694947658395,-0.29744263748335065,1.9687068461947028,-0.29744263748335065,1.825362438757425,1.9687068461947028,0.29744263748335065,1.57079633750286,-0.43954394873447805,1.9687068461947028,-1.9687068461947028,1.0907694947658395,-0.43954394873447805,-1.9151706006094098,-0.29744263748335065
2,1.0727132538602415,0.5971670773387496,1.7984042532023845,0.5503587405019502,1.7665094930743321,1.8010879311810288,-0.5971670773387496,1.57079633750286,-0.7396035581298182,1.7968439753078238,-1.7984042532023845,1.0638154039238017,-0.7162240994750263,-1.785144373446365,0.6907837510123976
20,1.0907694947658395,-0.29744263748335065,1.9687068461947028,-0.29744263748335065,1.825362438757425,1.9687068461947028,0.29744263748335065,1.57079633750286,-0.43954394873447805,1.9687068461947028,-1.9687068461947028,1.0907694947658395,-0.43954394873447805,-1.9151706006094098,-0.29744263748335065
3,1.0930936532345834,-0.18312122180601348,0.0510043850242749,-0.18437929118275398,0.17390242185071464,0.05107636110880968,0.18312122180601348,1.57079633750286,-0.26478451049284657,0.05096234857154259,-0.0510043850242749,1.1000000101465284,-0.26280819938614364,-0.04836784790446236,-0.1806020588472958
4,1.096582321716173,-0.08852006661382678,-0.046049978690657856,-0.08886450639560538,0.09099341979898176,-0.04603027276083465,0.08852006661382678,1.57079633750286,-0.281708836288366,-0.04606148761605871,0.046049978690657856,1.1000000097617233,-0.28319497175207686,0.04836588201251584,-0.08783035907001446
5,1.095262986338741,-0.15170525809160848,-0.013365595219723352,-0.15236454858758994,0.1390468703001656,-0.013328087197371165,0.15170525809160848,1.57079633750286,1.4067101092099223,-0.013387442676041845,0.013365595219723352,1.1000000093564728,1.4064741012547415,0.015501888672838285,-0.15038667709964187
6,1.0935896322233476,-0.20615943095836398,0.01770362651085675,-0.20738022632149544,0.1892100698473265,0.017773079384888146,0.20615943095836398,1.57079633750286,1.4034873384895912,0.017663172001756145,-0.01770362651085675,1.1000000097896911,1.404182841093922,-0.015502387226140557,-0.20371784023210504
7,1.0519258341100708,0.04194114191908335,-4.4145339803447925,0.04194114191908335,4.196810333674709,-4.4145339803447925,-0.04194114191908335,1.57079633750286,-0.045477079252151296,-4.4145339803447925,4.4145339803447925,1.0519258341100708,-0.045477079252151296,4.487856162942648,0.04194114191908335
8,1.1000000071098572,3.0990955693049008e-9,4.591545037601698,3.0990955693049008e-9,4.1741318253856505,4.591545037601698,-3.0990955693049008e-9,1.57079633750286,0.0,4.591545037601698,-4.591545037601698,1.1000000071098572,0.0,-4.518755821972461,3.0990955693049008e-9
9,1.0934941984032363,1.3456808672456935,-2.2671141274990094,1.3456808672456935,2.410996875135995,-2.2671141274990094,-1.3456808672456935,1.57079633750286,0.06809712882904102,-2.2671141274990094,2.2671141274990094,1.0934941984032363,0.06809712882904102,2.337448543466246,1.3456808672456935
