name,x,y
bus_3238,3571.0,10965.0
bus_3239,3612.0,11016.0
bus_3240,2613.0,13848.0
bus_3241,3232.0,12495.0
bus_3242,3255.0,12498.0
bus_3243,3429.0,12709.0
bus_3245,2777.0,13035.0
bus_3247,2650.0,12815.0
bus_3248,2885.0,12910.0
bus_3251,2159.0,11763.0
bus_3253,2658.0,9494.0
bus_3257,2467.0,9638.0
bus_3258,3427.0,12667.0
bus_3259,2959.0,13047.0
bus_3260,2958.0,13131.0
bus_3261,4463.0,10636.0
bus_3262,2824.0,12580.0
bus_3263,2690.0,11260.0
bus_3264,2612.0,11317.0
bus_3267,3086.0,13857.0
bus_3270,3013.0,13663.0
bus_3271,3478.0,9353.0
bus_3272,3924.0,12138.0
bus_3273,4036.0,12064.0
bus_3274,3990.0,11971.0
bus_3275,2892.0,12107.0
bus_3276,3116.0,13610.0
bus_3277,3023.0,12401.0
bus_3278,4543.0,10786.0
bus_3279,4627.0,10912.0
bus_3280,4689.0,11003.0
bus_3282,5130.0,10985.0
bus_3283,3061.0,13568.0
bus_3284,2700.0,11679.0
bus_3285,2993.0,12467.0
bus_3287,5369.0,11157.0
bus_3288,5388.0,11146.0
bus_3289,5561.0,11221.0
bus_3292,2696.0,13598.0
bus_3295,4620.0,10556.0
bus_3298,3992.0,12281.0
bus_3300,5400.0,11126.0
bus_3302,4124.0,9772.0
bus_3303,4205.0,9806.0
bus_3304,4196.0,9826.0
bus_3305,3050.0,13732.0
bus_3306,2450.0,8792.0
bus_3307,2459.0,8771.0
bus_3308,2353.0,8800.0
bus_3309,2372.0,8749.0
bus_3310,3047.0,13698.0
bus_3311,3390.0,10743.0
bus_3312,3181.0,10801.0
bus_3314,3206.0,10806.0
bus_3315,3168.0,10907.0
bus_3316,3130.0,10964.0
bus_3319,3447.0,10740.0
bus_3320,3444.0,10795.0
bus_3322,3647.0,9407.0
bus_3323,3701.0,9399.0
bus_3324,2777.0,8840.0
bus_3325,2753.0,8858.0
bus_3326,2727.0,8805.0
bus_3327,2714.0,8773.0
bus_3328,2670.0,8819.0
bus_3329,2371.0,13938.0
bus_3331,2367.0,14034.0
bus_3332,1964.0,13644.0
bus_3334,2667.0,10148.0
bus_3335,4110.0,9699.0
bus_3336,4102.0,9721.0
bus_3338,3624.0,9566.0
bus_3339,3668.0,9563.0
bus_3340,3215.0,9172.0
bus_3341,3174.0,9134.0
bus_3342,2920.0,9674.0
bus_3343,2828.0,9687.0
bus_3344,3775.0,9737.0
bus_3347,3809.0,9767.0
bus_3351,3525.0,10781.0
bus_3353,3672.0,9171.0
bus_3354,3494.0,10751.0
bus_3355,3805.0,9892.0
bus_3356,3832.0,9879.0
bus_3357,3784.0,9812.0
bus_3359,2539.0,10176.0
bus_3360,2465.0,10216.0
bus_3361,2458.0,10198.0
bus_3363,4098.0,9879.0
bus_3364,4112.0,9861.0
bus_3365,2792.0,9121.0
bus_3367,2744.0,9219.0
bus_3369,3546.0,10987.0
bus_3370,3550.0,11057.0
bus_3372,2449.0,10147.0
bus_3373,2452.0,10127.0
bus_3375,3201.0,13713.0
bus_3376,3094.0,13755.0
bus_3378,3636.0,9370.0
bus_3380,3669.0,9322.0
bus_3381,3648.0,9320.0
bus_3382,3517.0,10874.0
bus_3383,3513.0,10963.0
bus_3385,3562.0,9279.0
bus_3386,2711.0,9151.0
bus_3387,2602.0,9155.0
bus_3388,2607.0,9177.0
bus_3389,2607.0,9134.0
bus_3390,3028.0,9833.0
bus_3392,2968.0,9842.0
bus_3394,3397.0,10881.0
bus_3395,3089.0,10326.0
bus_3396,3028.0,10396.0
bus_3397,2330.0,8749.0
bus_3398,2237.0,8723.0
bus_3399,2228.0,8745.0
bus_3400,2230.0,8768.0
bus_3401,3162.0,13610.0
bus_3402,3993.0,9836.0
bus_3403,4041.0,9907.0
bus_3404,2781.0,8919.0
bus_3405,2756.0,8929.0
bus_3407,2528.0,12966.0
bus_3409,2778.0,10178.0
bus_3410,2791.0,10200.0
bus_3411,3731.0,9614.0
bus_3412,3730.0,9626.0
bus_3413,3871.0,9628.0
bus_3414,3933.0,9636.0
bus_3415,3931.0,9660.0
bus_3417,3047.0,11565.0
bus_3418,3147.0,11559.0
bus_3419,2614.0,11643.0
bus_3420,2651.0,11690.0
bus_3421,3008.0,11544.0
bus_3422,3095.0,11570.0
bus_3423,3815.0,10352.0
bus_3424,3847.0,10303.0
bus_3425,3787.0,10387.0
bus_3426,3714.0,10388.0
bus_3427,4003.0,10459.0
bus_3430,3911.0,11200.0
bus_3431,3808.0,11278.0
bus_3432,2837.0,12099.0
bus_3433,2771.0,12172.0
bus_3434,4677.0,10206.0
bus_3435,4657.0,10241.0
bus_3436,4666.0,10184.0
bus_3437,4658.0,10219.0
bus_3438,4429.0,10309.0
bus_3439,4435.0,10241.0
bus_3441,2615.0,8843.0
bus_3442,3883.0,11235.0
bus_3443,3849.0,11261.0
bus_3444,3751.0,10370.0
bus_3446,3555.0,9223.0
bus_3448,2191.0,14136.0
bus_3449,2339.0,14235.0
bus_3452,3179.0,13304.0
bus_3453,2113.0,13512.0
bus_3454,2140.0,13614.0
bus_3455,2125.0,13532.0
bus_3456,2120.0,13615.0
bus_3457,2016.0,13696.0
bus_3462,2824.0,13716.0
bus_3463,3130.0,14100.0
bus_3464,2457.0,9594.0
bus_3466,2496.0,9549.0
bus_3467,2928.0,9852.0
bus_3470,3167.0,10232.0
bus_3471,3580.0,9600.0
bus_3472,3569.0,9647.0
bus_3474,2749.0,8953.0
bus_3475,2881.0,10715.0
bus_3476,2968.0,11085.0
bus_3477,3036.0,11328.0
bus_3478,2987.0,10723.0
bus_3479,3045.0,10662.0
bus_3482,3076.0,11906.0
bus_3483,3236.0,12402.0
bus_3486,2847.0,13278.0
bus_3490,3636.0,9706.0
bus_3493,3660.0,12164.0
bus_3496,3114.0,10092.0
bus_3497,3957.0,10304.0
bus_3498,3962.0,10294.0
bus_3500,3919.0,10415.0
bus_3504,3579.0,9450.0
bus_3505,3614.0,9457.0
bus_3506,3003.0,10069.0
bus_3516,2322.0,13417.0
bus_3517,2429.0,13382.0
bus_3518,2903.0,12821.0
bus_3519,3173.0,9916.0
bus_3520,3122.0,9984.0
bus_3525,4406.0,10323.0
bus_3526,4447.0,10292.0
bus_3527,4448.0,10268.0
bus_3529,2776.0,13524.0
bus_3530,2827.0,11284.0
bus_3532,2893.0,10887.0
bus_3534,3120.0,9852.0
bus_3535,4542.0,10255.0
bus_3536,5083.0,10902.0
bus_3539,5387.0,11071.0
bus_3540,5490.0,11157.0
bus_3541,4799.0,10614.0
bus_3542,2695.0,10752.0
bus_3543,3373.0,10345.0
bus_3545,3458.0,9719.0
bus_3546,3077.0,9230.0
bus_3547,3152.0,10672.0
bus_3549,3143.0,11015.0
bus_3550,3140.0,11466.0
bus_3554,3189.0,11240.0
bus_3556,3205.0,10535.0
bus_3557,3225.0,11696.0
bus_3558,3189.0,12136.0
bus_3560,3471.0,10145.0
bus_3561,2808.0,13032.0
bus_3563,3966.0,9609.0
bus_3565,3498.0,11959.0
bus_3567,3245.0,10216.0
bus_3568,3723.0,10184.0
bus_3569,3354.0,11806.0
bus_3570,3593.0,9715.0
bus_3572,3456.0,9551.0
bus_3573,3744.0,11058.0
bus_3582,3123.0,9319.0
bus_3583,3115.0,9328.0
bus_3584,2555.0,13328.0
bus_3585,3536.0,11547.0
bus_3586,3482.0,11571.0
bus_3587,3501.0,11559.0
bus_3588,3522.0,11567.0
bus_3589,3314.0,9505.0
bus_3591,2988.0,12604.0
bus_3593,3445.0,10017.0
bus_3595,3356.0,9877.0
bus_3596,2505.0,13562.0
bus_3597,2494.0,13560.0
bus_3598,3344.0,11153.0
bus_3601,3311.0,9644.0
bus_3604,2978.0,11343.0
bus_3605,3301.0,9957.0
bus_3606,3066.0,10845.0
bus_3607,4438.0,10435.0
bus_3609,4574.0,10181.0
bus_3611,3104.0,11516.0
bus_3612,4479.0,10245.0
bus_3613,4477.0,10226.0
bus_3614,4953.0,10781.0
bus_3615,4679.0,10602.0
bus_3616,4626.0,10521.0
bus_3617,5180.0,10931.0
bus_3618,5316.0,11064.0
bus_3623,3242.0,9938.0
bus_3624,4033.0,10513.0
bus_3625,2743.0,9534.0
bus_3626,2623.0,12932.0
bus_3628,2195.0,13466.0
bus_3629,2185.0,13541.0
bus_3633,2911.0,9176.0
bus_3634,2728.0,10931.0
bus_3635,3371.0,9261.0
bus_3640,3488.0,11473.0
bus_3642,3068.0,13645.0
bus_3643,2898.0,13527.0
bus_3644,2900.0,9945.0
bus_3645,2895.0,9924.0
bus_3647,3221.0,10012.0
bus_3648,4561.0,9906.0
bus_3650,4705.0,9479.0
bus_3651,4779.0,9524.0
bus_3652,4286.0,9536.0
bus_3655,4469.0,9615.0
bus_3656,4480.0,9562.0
bus_3659,3472.0,12771.0
bus_4000,1148.0,5626.0
bus_4001,1980.0,4388.0
bus_4002,1442.0,4867.0
bus_4003,0.0,4796.0
bus_4004,180.0,4778.0
bus_4007,1457.0,6106.0
bus_4008,1463.0,6074.0
bus_4009,1490.0,6128.0
bus_4010,1010.0,4702.0
bus_4011,978.0,4801.0
bus_4012,1015.0,4677.0
bus_4013,980.0,4775.0
bus_4014,1007.0,4727.0
bus_4015,997.0,4707.0
bus_4016,994.0,4796.0
bus_4017,988.0,4822.0
bus_4018,1238.0,4650.0
bus_4019,1144.0,4586.0
bus_4020,1231.0,4675.0
bus_4022,1026.0,5446.0
bus_4023,1009.0,5398.0
bus_4024,999.0,5342.0
bus_4025,1099.0,5257.0
bus_4026,1139.0,5605.0
bus_4027,1815.0,3927.0
bus_4028,1817.0,3948.0
bus_4029,1831.0,3910.0
bus_4030,1834.0,3932.0
bus_4031,1889.0,3982.0
bus_4032,1689.0,5293.0
bus_4033,1359.0,3923.0
bus_4034,1355.0,3945.0
bus_4035,1337.0,3954.0
bus_4036,1339.0,3972.0
bus_4037,1343.0,3929.0
bus_4038,1414.0,3995.0
bus_4047,1514.0,5092.0
bus_4048,1577.0,5070.0
bus_4049,1066.0,4843.0
bus_4050,1311.0,5638.0
bus_4051,1050.0,6321.0
bus_4052,2067.0,3999.0
bus_4053,2082.0,3982.0
bus_4054,2094.0,3997.0
bus_4058,2014.0,4004.0
bus_4059,2036.0,3981.0
bus_4061,2023.0,3987.0
bus_4062,2243.0,4056.0
bus_4064,2280.0,4050.0
bus_4065,2289.0,4086.0
bus_4066,2056.0,3268.0
bus_4067,2075.0,3276.0
bus_4071,2207.0,4676.0
bus_4072,3065.0,4413.0
bus_4074,3137.0,3817.0
bus_4078,3126.0,3736.0
bus_4079,3106.0,3750.0
bus_4080,3089.0,3508.0
bus_4081,3065.0,3502.0
bus_4082,3111.0,3394.0
bus_4083,3150.0,3418.0
bus_4084,1526.0,4847.0
bus_4085,1593.0,4860.0
bus_4089,1017.0,5085.0
bus_4094,1915.0,4570.0
bus_4096,3129.0,3389.0
bus_4097,316.0,4939.0
bus_4101,3351.0,4120.0
bus_4103,3091.0,3568.0
bus_4104,1656.0,5014.0
bus_4106,1425.0,5094.0
bus_4107,1264.0,5023.0
bus_4109,1222.0,4855.0
bus_4110,1565.0,4840.0
bus_4111,1019.0,5026.0
bus_4112,2054.0,4074.0
bus_4113,1075.0,4970.0
bus_4114,1431.0,4768.0
bus_4115,1430.0,5057.0
bus_4116,1528.0,5005.0
bus_4117,1914.0,4873.0
bus_4123,1868.0,3792.0
bus_4125,1984.0,4281.0
bus_4126,1464.0,5730.0
bus_4127,1404.0,5776.0
bus_4128,2098.0,4072.0
bus_4131,2215.0,4665.0
bus_4132,1511.0,4444.0
bus_4133,1986.0,3829.0
bus_4135,2093.0,4282.0
bus_4136,2043.0,4281.0
bus_4137,2276.0,4286.0
bus_4138,3103.0,4334.0
bus_4139,3106.0,4347.0
bus_4142,2307.0,4381.0
bus_4143,1752.0,4674.0
bus_4144,1352.0,4854.0
bus_4145,2331.0,4568.0
bus_4147,2373.0,4019.0
bus_4148,2182.0,3875.0
bus_4149,2577.0,4552.0
bus_4150,1776.0,4835.0
bus_4152,3146.0,3397.0
bus_4153,3049.0,3508.0
bus_4154,1675.0,4874.0
bus_4156,697.0,5037.0
bus_4157,557.0,5086.0
bus_4158,562.0,4981.0
bus_4160,369.0,4933.0
bus_4162,125.0,4856.0
bus_4165,770.0,5023.0
bus_4166,210.0,4906.0
bus_4167,836.0,5201.0
bus_4168,764.0,5235.0
bus_4169,886.0,4910.0
bus_4170,950.0,5155.0
bus_4171,1408.0,5313.0
bus_4172,1343.0,5324.0
bus_4174,1497.0,5233.0
bus_4176,1835.0,5444.0
bus_4177,1923.0,5343.0
bus_4178,1910.0,5427.0
bus_4179,1897.0,5484.0
bus_4180,1934.0,5474.0
bus_4182,760.0,5211.0
bus_4183,1406.0,5363.0
bus_4184,1921.0,5236.0
bus_4185,1926.0,5684.0
bus_4188,1308.0,5479.0
bus_4189,1788.0,5178.0
bus_4190,1680.0,5508.0
bus_4192,1929.0,5101.0
bus_4193,1809.0,5297.0
bus_4194,2016.0,4871.0
bus_4195,1445.0,5513.0
bus_4196,1531.0,5651.0
bus_4197,1449.0,5839.0
bus_4198,1358.0,5992.0
bus_4200,1533.0,5369.0
bus_4201,2424.0,4524.0
bus_4202,2447.0,4644.0
bus_4204,2114.0,5003.0
bus_4206,2218.0,5087.0
bus_4207,2331.0,5110.0
bus_4209,2540.0,5023.0
bus_4210,2614.0,4894.0
bus_4211,2552.0,4833.0
bus_4212,2498.0,4747.0
bus_4213,2680.0,4714.0
bus_4215,2829.0,4653.0
bus_4216,3194.0,4175.0
bus_4217,2964.0,4534.0
bus_4218,3161.0,4103.0
bus_4219,3151.0,4012.0
bus_4220,3160.0,3925.0
bus_4221,3137.0,3694.0
bus_4224,3085.0,4379.0
bus_4225,2075.0,2806.0
bus_4226,2049.0,3658.0
bus_4227,1436.0,5252.0
bus_4228,1908.0,5540.0
bus_4229,1915.0,5774.0
bus_4230,1895.0,5840.0
bus_4231,1656.0,3595.0
bus_4232,1584.0,3489.0
bus_4233,1798.0,4440.0
bus_4234,1688.0,4446.0
bus_4235,1602.0,4453.0
bus_4236,1662.0,4285.0
bus_4238,1856.0,4166.0
bus_4240,1661.0,4025.0
bus_4241,1745.0,4194.0
bus_4242,1478.0,5695.0
bus_4243,2088.0,3361.0
bus_4245,2145.0,2865.0
bus_4246,2062.0,3120.0
bus_4248,1673.0,4257.0
bus_4249,2018.0,3185.0
bus_4251,1873.0,2977.0
bus_4252,2093.0,3329.0
bus_4253,2117.0,3363.0
bus_4254,1809.0,2939.0
bus_4255,1891.0,3334.0
bus_4257,1995.0,2759.0
bus_4258,1921.0,2801.0
bus_4260,1931.0,2643.0
bus_4261,2508.0,3382.0
bus_4262,1933.0,3366.0
bus_4265,1891.0,2763.0
bus_4266,1824.0,3652.0
bus_4267,1876.0,3342.0
bus_4268,1869.0,3127.0
bus_4270,1761.0,3538.0
bus_4271,1745.0,3557.0
bus_4272,1743.0,3625.0
bus_4273,1711.0,3528.0
bus_4274,1619.0,3448.0
bus_4275,1767.0,3716.0
bus_4276,1983.0,4112.0
bus_4277,2196.0,4186.0
bus_4278,2122.0,4365.0
bus_4279,1975.0,4229.0
bus_4280,2002.0,4197.0
bus_4285,2274.0,4068.0
bus_4286,2328.0,3929.0
bus_4287,2298.0,3819.0
bus_4289,1871.0,3904.0
bus_4292,1924.0,3589.0
bus_4295,2061.0,4386.0
bus_4296,2174.0,4308.0
bus_4300,2338.0,4094.0
bus_4301,2363.0,3768.0
bus_4302,2421.0,3614.0
bus_4303,2457.0,3431.0
bus_4305,2457.0,3290.0
bus_4307,2165.0,4002.0
bus_4309,2390.0,3754.0
bus_4311,2401.0,3865.0
bus_4312,2472.0,3710.0
bus_4313,2508.0,3557.0
bus_4314,2536.0,3439.0
bus_4317,2414.0,3763.0
bus_4318,2343.0,3856.0
bus_4319,2231.0,4419.0
bus_4320,2113.0,4307.0
bus_4321,2178.0,4536.0
bus_4322,2208.0,4452.0
bus_4323,2132.0,4444.0
bus_4324,2228.0,4565.0
bus_4325,2172.0,4740.0
bus_4326,1991.0,3479.0
bus_4329,2388.0,4617.0
bus_4332,2028.0,2916.0
bus_4334,2299.0,4140.0
bus_4335,2157.0,3541.0
bus_4336,2199.0,5154.0
bus_4337,1618.0,4334.0
bus_4338,2161.0,4662.0
bus_4339,2301.0,3937.0
bus_4340,3050.0,4387.0
bus_4342,2418.0,3718.0
bus_4343,1445.0,4449.0
bus_4344,1507.0,4517.0
bus_4345,483.0,5098.0
bus_4346,398.0,4974.0
bus_4347,225.0,4819.0
bus_4348,57.0,4820.0
bus_4349,1020.0,5126.0
bus_4350,1518.0,6038.0
bus_4356,118.0,4907.0
bus_4357,1078.0,4751.0
bus_4358,1062.0,4808.0
bus_4361,876.0,5168.0
bus_4363,1301.0,4693.0
bus_4364,1324.0,5378.0
bus_4365,1260.0,5410.0
bus_4366,1286.0,5398.0
bus_4367,1095.0,5402.0
bus_4368,1079.0,5362.0
bus_4369,1070.0,5317.0
bus_4371,1737.0,5250.0
bus_4372,1134.0,4846.0
bus_4373,1373.0,5590.0
bus_4374,1389.0,5886.0
bus_4375,1299.0,6041.0
bus_4376,1113.0,6275.0
bus_4377,1751.0,2867.0
bus_4378,1766.0,2839.0
bus_4379,1974.0,2650.0
bus_4380,1984.0,4332.0
bus_4381,2145.0,4271.0
bus_4382,1630.0,4571.0
bus_4383,1480.0,5412.0
bus_4385,2608.0,4953.0
bus_4386,2587.0,4944.0
bus_4387,2664.0,4756.0
bus_4388,2648.0,4714.0
bus_4389,2815.0,4694.0
bus_4390,2800.0,4669.0
bus_4391,2939.0,4557.0
bus_4392,3132.0,4069.0
bus_4393,3116.0,3975.0
bus_4394,3176.0,3883.0
bus_4398,576.0,5062.0
bus_4400,296.0,4936.0
bus_4401,313.0,4913.0
bus_4402,813.0,4873.0
bus_4403,810.0,4914.0
bus_4404,817.0,4894.0
bus_4405,663.0,4808.0
bus_4406,674.0,4795.0
bus_4407,651.0,4821.0
bus_4408,662.0,4857.0
bus_4409,1515.0,3421.0
bus_4410,1978.0,4041.0
bus_4411,1962.0,4053.0
bus_4412,1983.0,4014.0
bus_4413,1965.0,4078.0
bus_4414,1971.0,4024.0
bus_4415,1994.0,4004.0
bus_4416,1624.0,4425.0
bus_4417,1536.0,4423.0
bus_4418,1592.0,4247.0
bus_4419,1489.0,4059.0
bus_4420,1676.0,4155.0
bus_4421,1722.0,3936.0
bus_4422,1591.0,3973.0
bus_4423,1190.0,6205.0
bus_4424,2120.0,2902.0
bus_4425,2139.0,2758.0
bus_4426,2038.0,3017.0
bus_4427,2158.0,3177.0
bus_4428,1986.0,3088.0
bus_4429,2071.0,3224.0
bus_4430,2116.0,3266.0
bus_4431,2080.0,3147.0
bus_4432,1752.0,2848.0
bus_4433,1837.0,3251.0
bus_4434,1960.0,2657.0
bus_4435,1878.0,2701.0
bus_4436,2029.0,2585.0
bus_4437,1894.0,2537.0
bus_4438,1867.0,3521.0
bus_4439,1881.0,3507.0
bus_4440,1843.0,2845.0
bus_4441,1844.0,2662.0
bus_4442,1814.0,3040.0
bus_4443,1740.0,3149.0
bus_4444,1707.0,3452.0
bus_4445,1682.0,3482.0
bus_4446,1676.0,3561.0
bus_4447,1650.0,3449.0
bus_4448,1555.0,3370.0
bus_4449,1584.0,3539.0
bus_4450,1700.0,3663.0
bus_4451,1909.0,4217.0
bus_4452,1941.0,4183.0
bus_4453,1831.0,4060.0
bus_4454,1900.0,3998.0
bus_4455,2269.0,3734.0
bus_4456,1813.0,3836.0
bus_4457,1971.0,4335.0
bus_4458,2013.0,4426.0
bus_4459,2164.0,4344.0
bus_4460,2172.0,4158.0
bus_4461,2046.0,4209.0
bus_4463,2338.0,3681.0
bus_4464,2432.0,3334.0
bus_4465,2450.0,3185.0
bus_4466,2143.0,3921.0
bus_4467,2372.0,3664.0
bus_4468,2606.0,3428.0
bus_4469,2419.0,3809.0
bus_4470,2480.0,3631.0
bus_4471,2493.0,3465.0
bus_4472,2539.0,3334.0
bus_4473,2553.0,3543.0
bus_4474,2404.0,3676.0
bus_4475,2320.0,3775.0
bus_4477,2087.0,4483.0
bus_4478,2136.0,4574.0
bus_4479,2118.0,4707.0
bus_4480,2140.0,4798.0
bus_4481,2205.0,4609.0
bus_4482,2042.0,3281.0
bus_4483,2002.0,2818.0
bus_4484,2148.0,3455.0
bus_4485,1547.0,4300.0
bus_4486,2274.0,3866.0
bus_4487,1988.0,2558.0
bus_4488,2422.0,3638.0
bus_4489,1373.0,4411.0
bus_4490,1434.0,4509.0
bus_4493,660.0,4836.0
bus_4498,3144.0,3849.0
bus_4499,3160.0,3844.0
bus_4500,1634.0,5561.0
bus_5000,5935.0,721.0
bus_5004,5068.0,959.0
bus_5005,5015.0,963.0
bus_5006,5132.0,968.0
bus_5008,5325.0,1091.0
bus_5010,5104.0,1114.0
bus_5012,5694.0,1146.0
bus_5016,4639.0,1275.0
bus_5017,4911.0,1307.0
bus_5018,4918.0,1292.0
bus_5019,5586.0,301.0
bus_5020,5512.0,413.0
bus_5021,5458.0,387.0
bus_5022,5357.0,433.0
bus_5023,5339.0,441.0
bus_5026,5375.0,446.0
bus_5028,4493.0,460.0
bus_5030,5369.0,315.0
bus_5031,4688.0,430.0
bus_5032,4658.0,443.0
bus_5033,4667.0,433.0
bus_5035,4808.0,990.0
bus_5036,4817.0,977.0
bus_5037,5102.0,795.0
bus_5039,4968.0,959.0
bus_5040,4941.0,1025.0
bus_5041,5007.0,958.0
bus_5043,6062.0,906.0
bus_5044,6050.0,962.0
bus_5045,6103.0,924.0
bus_5046,5919.0,712.0
bus_5047,5895.0,710.0
bus_5050,4823.0,925.0
bus_5052,4580.0,791.0
bus_5053,4869.0,970.0
bus_5054,4700.0,919.0
bus_5055,4642.0,787.0
bus_5058,5642.0,1163.0
bus_5059,5819.0,1062.0
bus_5060,5754.0,1079.0
bus_5061,5648.0,1118.0
bus_5062,5747.0,1109.0
bus_5063,5492.0,1160.0
bus_5064,5750.0,1142.0
bus_5065,5559.0,1137.0
bus_5066,5544.0,1124.0
bus_5067,5508.0,1112.0
bus_5068,4441.0,838.0
bus_5069,4553.0,874.0
bus_5070,4836.0,1338.0
bus_5071,4947.0,1353.0
bus_5072,4877.0,1341.0
bus_5073,5507.0,942.0
bus_5074,5430.0,943.0
bus_5075,5661.0,884.0
bus_5077,5473.0,408.0
bus_5080,5291.0,558.0
bus_5083,5339.0,366.0
bus_5086,5519.0,342.0
bus_5087,5197.0,321.0
bus_5089,5204.0,633.0
bus_5090,4956.0,408.0
bus_5091,5053.0,375.0
bus_5092,5055.0,455.0
bus_5095,5169.0,572.0
bus_5096,4714.0,214.0
bus_5097,5413.0,551.0
bus_5098,5120.0,433.0
bus_5099,5437.0,516.0
bus_5100,5309.0,545.0
bus_5101,4773.0,261.0
bus_5102,4848.0,302.0
bus_5103,4854.0,317.0
bus_5104,4803.0,241.0
bus_5106,4773.0,202.0
bus_5109,4679.0,50.0
bus_5111,5181.0,521.0
bus_5113,4888.0,1008.0
bus_5114,5133.0,833.0
bus_5116,5251.0,714.0
bus_5118,5170.0,882.0
bus_5119,5131.0,1024.0
bus_5120,5114.0,1002.0
bus_5121,5191.0,807.0
bus_5122,4565.0,958.0
bus_5123,5345.0,986.0
bus_5125,5666.0,1076.0
bus_5127,4766.0,1320.0
bus_5128,5961.0,1004.0
bus_5130,5196.0,750.0
bus_5131,5309.0,566.0
bus_5132,5135.0,496.0
bus_5133,5108.0,453.0
bus_5134,5334.0,526.0
bus_5136,4709.0,114.0
bus_5137,5783.0,824.0
bus_5139,5070.0,1006.0
bus_5140,5034.0,1007.0
bus_5141,5118.0,1011.0
bus_5143,5066.0,1058.0
bus_5144,5280.0,1137.0
bus_5147,5137.0,1160.0
bus_5149,5213.0,1175.0
bus_5150,4962.0,1326.0
bus_5155,4872.0,667.0
bus_5159,4672.0,543.0
bus_5161,4736.0,476.0
bus_5162,4863.0,539.0
bus_5163,5104.0,700.0
bus_5168,5029.0,822.0
bus_5169,5109.0,1016.0
bus_5170,5089.0,1167.0
bus_5172,5560.0,1084.0
bus_5173,4359.0,809.0
bus_5174,5219.0,287.0
bus_5175,5200.0,281.0
bus_5176,5185.0,265.0
bus_5177,5039.0,409.0
bus_5178,5126.0,532.0
bus_5179,4820.0,898.0
bus_5180,4524.0,756.0
bus_5181,4501.0,762.0
bus_5182,4627.0,887.0
bus_5183,4593.0,755.0
bus_5184,4623.0,752.0
bus_5185,5866.0,1024.0
bus_5186,5789.0,1037.0
bus_5187,5690.0,1085.0
bus_5188,5807.0,1081.0
bus_5189,5817.0,1122.0
bus_5190,5589.0,1104.0
bus_5191,5512.0,1070.0
bus_5192,4780.0,1306.0
bus_5193,5448.0,899.0
bus_5195,5383.0,436.0
bus_5196,5346.0,312.0
bus_5197,5543.0,288.0
bus_5198,5164.0,601.0
bus_5199,5189.0,592.0
bus_5200,4892.0,368.0
bus_5201,4908.0,361.0
bus_5202,4999.0,273.0
bus_5203,5018.0,275.0
bus_5204,5476.0,521.0
bus_5205,5107.0,383.0
bus_5206,5504.0,484.0
bus_5207,5483.0,475.0
bus_5208,4701.0,223.0
bus_5209,4735.0,212.0
bus_5210,4770.0,185.0
bus_5211,4720.0,140.0
bus_5212,4651.0,0.0
bus_5213,5219.0,489.0
bus_5214,5180.0,350.0
bus_5215,4769.0,993.0
bus_5216,5174.0,843.0
bus_5217,4471.0,940.0
bus_5218,5350.0,944.0
bus_5219,6023.0,950.0
bus_5220,4685.0,975.0
bus_5221,5189.0,709.0
bus_5222,4604.0,9.0
bus_5223,5349.0,485.0
bus_5224,4987.0,417.0
bus_5225,5002.0,413.0
bus_5226,5012.0,406.0
bus_5229,5176.0,1101.0
bus_5230,5073.0,1140.0
bus_5231,4806.0,632.0
bus_5233,4827.0,624.0
bus_5234,4635.0,591.0
bus_5235,4495.0,548.0
bus_5236,4481.0,559.0
bus_5237,5021.0,327.0
bus_5238,4973.0,386.0
bus_5240,5183.0,763.0
bus_5241,5220.0,265.0
bus_N1,4965.0,7673.0
bus_N2,5559.0,8864.0
bus_N4,4857.0,6573.0
bus_Q6,3150.0,11476.0
bus_Q7,3455.0,10027.0
bus_Q8,3976.0,9619.0
bus_Q9,3754.0,11068.0
bus_S2,1924.0,4883.0
bus_S4,1996.0,3839.0
bus_S7,1274.0,5033.0
bus_S8,1232.0,4865.0
bus_S9,1232.0,4865.0
bus_T1,4972.0,1336.0
bus_T2,5319.0,576.0
bus_T3,5076.0,1068.0
bus_V1,5075.0,3250.0
sb_1090_1091_1523_9,4772.0,7177.0
sb_1092_1093_1525_1,4761.0,6927.0
sb_1092_1093_1526_2,4761.0,6927.0
sb_1097_1098_1161_2,4847.0,6563.0
sb_1097_1098_1162_1,4847.0,6563.0
sb_1099_1100_1532_10,4883.0,7038.0
sb_1099_1100_1533_9,4883.0,7038.0
sb_1106_1167_1536_3,5021.0,4541.0
sb_1106_1167_1537_4,5021.0,4541.0
sb_1118_1038_1039_1,5358.0,5113.0
sb_1118_1040_1041_2,5358.0,5113.0
sb_1118_1042_1043_3,5358.0,5113.0
sb_1121_1123_1634_6,4773.0,6782.0
sb_1121_1123_1635_7,4773.0,6782.0
sb_1148_1073_1074_1,5427.0,5180.0
sb_1148_1075_1076_2,5427.0,5180.0
sb_1148_1077_1078_3,5427.0,5180.0
sb_1148_1079_1080_4,5427.0,5180.0
sb_1273_1572_1573_1,6178.0,8998.0
sb_1273_1572_1573_2,6178.0,8998.0
sb_1296_1504_1505_2,4687.0,5563.0
sb_1296_1504_1506_1,4687.0,5563.0
sb_1428_1501_1539_1,4214.0,6510.0
sb_1428_1501_1540_2,4214.0,6510.0
